,company,department,employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor
4167,Pear,Design,62,41,40,1,71836.33932797195,23426.353900663424,2,0.07777205800940168,0.051171431546768176,0.8712829534651947
4168,Glasses,Search Engine,61,34,31,4,66460.5214143971,17745.990673123477,4,0.40200170581074013,0.46001411284038196,0.1378023506761657
4169,Glasses,BigData,15,43,42,1,76880.42294979277,24062.008463721242,2,0.0,0.4381592668308577,1.0
4170,Cheerper,Support,80,30,26,4,40000.0,9075.91890797431,5,0.0,0.48304573778575244,0.5659918783374409
4171,Cheerper,Support,68,32,31,1,40000.0,11698.147850145695,5,0.0,1.0,0.248077434212766
4172,Pear,Sales,51,39,38,1,109843.73406820573,19816.493285746612,3,0.8573295214292227,0.0,0.5187227440572838
4173,Glasses,Search Engine,1,30,22,8,99276.3399888816,9000.0,5,0.9891551830091967,0.07972673782186723,0.0
4174,Glasses,AI,31,36,29,6,77483.29984038918,18515.00441244176,3,0.4569301225892333,0.17497912928026765,0.3675912658167676
4175,Cheerper,Support,56,38,29,9,50763.301175812376,12771.960667375635,3,0.12199735430011019,1.0,0.0
4176,Cheerper,BigData,1,35,29,6,90713.49509072912,15060.099848257712,2,0.016336392142671297,0.8450606810027192,0.13890909394981266
4177,Cheerper,Search Engine,8,30,22,9,87680.96770903817,18986.54906767262,2,0.40845993785703627,0.7480294143288984,0.0
4178,Glasses,Sales,31,42,40,2,117503.62607235424,23426.34363867805,2,0.5960628460165419,0.0,0.7476574307452211
4179,Cheerper,Support,65,43,42,1,40000.0,21209.954907220603,3,0.0,0.9782802861481443,0.6954566356526009
4180,Glasses,AI,34,31,27,5,103240.19480376829,21851.92915366944,3,0.6737142887822768,0.5568879700396719,0.0
4181,Glasses,AI,1,30,22,9,142712.1953711508,19298.916769789368,2,0.8439325383113816,0.44638559166166863,0.0
4182,Cheerper,Support,36,41,30,9,42937.7882831477,11884.128528248972,2,0.0,0.9633168393980793,0.2768107390959786
4183,Cheerper,BigData,1,39,33,6,108551.24783441698,20302.730106427854,1,0.26659112651881556,0.5473074098869528,0.18612635638892053
4184,Glasses,AI,19,35,34,2,124447.69484530718,13325.798462713912,3,0.8616088664136807,0.12195375335247816,0.01683324329552155
4185,Cheerper,Search Engine,15,48,44,4,124855.31243530291,16795.758004111045,2,0.7940614056175401,0.37656933586313684,0.0
4186,Cheerper,Support,63,37,33,4,53015.252114186645,20469.145880344335,2,0.0,1.0,0.0
4187,Pear,Design,61,45,45,1,75874.44574391826,18045.384771256042,3,0.23568937766506176,0.0,0.7816937598259263
4188,Cheerper,Support,54,35,33,2,40000.0,19441.154095197522,4,0.0,0.906521960136599,0.5262768242506406
4189,Cheerper,Support,13,30,23,5,73290.02115677079,18180.525054214944,4,0.1922330249268975,0.6341238656177557,0.17342705220269158
4190,Pear,Sales,1,30,22,5,129867.77123949907,24792.91,1,1.0,0.11091862999186936,0.0
4191,Glasses,Search Engine,28,30,26,2,92291.80784514247,13253.58264028497,5,0.6387496741571861,0.14469947579087752,0.2164885530814275
4192,Cheerper,Support,65,49,45,5,54195.791775708436,9000.0,5,0.056853905769930935,1.0,0.0
4193,Pear,Sales,45,34,32,3,95538.8481201281,18237.069896164234,2,0.8057886924745518,0.046451534601259115,0.1476528758887007
4194,Glasses,Design,43,42,36,6,73944.96520807336,19551.059588891887,1,0.24464830386805872,0.18577758351286291,0.5698244363915296
4195,Cheerper,BigData,27,42,37,5,71968.76502558238,19394.317723714135,1,0.0,0.6840161755384004,0.636130739990756
4196,Cheerper,Support,7,30,22,6,67057.62325865006,9000.0,5,0.07977258579783825,0.6366013904376152,0.2836058963741998
4197,Glasses,AI,1,30,22,4,106140.13831254968,23364.53796927454,2,0.5869601207818196,0.23891723037351034,0.17465017413720235
4198,Cheerper,Support,37,32,25,7,45249.84053463404,18199.822934051717,4,0.0,1.0,0.0
4199,Glasses,Search Engine,50,38,37,1,42377.15224058064,23941.938546501817,2,0.0,0.0,1.0
4200,Glasses,AI,16,42,36,6,105265.62734291451,9000.0,5,0.7090687817643373,0.17857904254341833,0.11253036995301877
4201,Cheerper,BigData,45,34,23,9,45223.022899523836,24792.91,1,0.0,1.0,0.0
4202,Pear,Sales,68,41,39,2,48449.38501315353,17307.17264224399,2,0.0,0.0,1.0
4203,Glasses,Search Engine,11,30,23,4,116244.41768335008,10682.223805556616,5,1.0,0.24237660471606307,0.0
4204,Glasses,AI,22,38,33,5,92199.50504616245,24792.91,1,0.007784295940554242,0.49948907485626803,0.4932627243751213
4205,Cheerper,BigData,9,30,22,9,83499.49278987927,16481.07843789205,3,0.7567530082150422,0.8135105575519642,0.0
4206,Pear,Design,56,38,39,1,70109.69129009228,23753.26864561141,1,0.0,0.05517487732392884,1.0
4207,Glasses,Search Engine,7,31,28,4,95658.54616840482,24792.91,1,0.1720812313216912,0.46471280945356275,0.363425907414724
4208,Cheerper,Support,70,45,40,5,40000.0,20786.957969304254,2,0.0,0.9653208568593423,0.7613296357524153
4209,Glasses,Search Engine,80,45,41,4,40000.0,23013.47519019807,1,0.0,0.8029617819225991,1.0
4210,Pear,Sales,65,39,37,2,53183.747803373015,24552.720510728723,1,0.12764672329070903,0.0,1.0
4211,Cheerper,Search Engine,39,36,30,6,98562.16872639509,9000.0,5,1.0,0.4595657430538646,0.0
4212,Cheerper,Support,23,49,44,7,60522.21570630513,13014.575228129454,2,0.0,1.0,0.4697164749776028
4213,Glasses,Design,1,43,38,5,141363.7194650016,12396.843061970681,2,0.7294936505019818,0.22511275962437938,0.04518143145136588
4214,Cheerper,Support,13,30,22,9,81496.59774515984,12491.209310403221,4,0.5831107337339302,1.0,0.0
4215,Glasses,AI,42,45,42,3,101379.44252166215,16230.429699898512,3,0.580887338902063,0.045264333429449743,0.3739586302885489
4216,Pear,Sales,36,49,44,6,78644.98251874238,23008.93649126337,1,0.044705971623810015,0.0,1.0
4217,Cheerper,Support,19,49,41,9,52209.903358582385,9000.0,3,0.0,1.0,0.1879454580067649
4218,Cheerper,Support,1,37,30,7,65594.5833212127,19267.353848622,3,0.0,1.0,0.23697830976806775
4219,Pear,Sales,1,33,29,5,99498.5430828611,20426.35347564139,1,0.3975018433470362,0.0,1.0
4220,Glasses,Search Engine,39,45,41,4,55170.39161980483,21082.67336126541,2,0.0,0.3376583230552974,0.7395851038690979
4221,Glasses,Search Engine,1,32,25,8,123350.28265217217,24792.91,1,0.4925238889328388,0.5908384495298139,0.0
4222,Glasses,AI,45,49,45,6,86751.56185494954,13251.52264084826,2,0.4840129179531669,0.15958016458178303,0.3562974848332549
4223,Glasses,AI,19,42,46,1,132141.33100679822,14809.727116777913,4,0.5406786181418981,0.0,0.5873341041492843
4224,Cheerper,Support,1,30,24,4,65776.45470413817,20894.616205820847,2,0.0,0.7379467013904554,0.653910298299913
4225,Cheerper,BigData,39,49,48,8,92642.93012769028,11311.5777674255,3,0.34745395469323725,0.7058440389166264,0.0
4226,Glasses,Search Engine,12,34,27,7,73617.56725226111,24792.91,1,0.0,0.6226533751099048,0.41854854328245406
4227,Cheerper,BigData,21,30,24,5,90700.78844102014,17486.128065982648,4,0.4287433133198158,0.5315537729761963,0.03970769830227577
4228,Pear,Design,67,47,47,1,73462.4079818124,9000.0,4,0.5563125100613829,0.0,0.8022010807747633
4229,Glasses,Search Engine,57,49,48,1,92751.59294410732,21749.174527578303,2,0.19448687583866706,0.5497334494485908,0.2559432689631947
4230,Pear,Sales,1,32,29,4,137731.02537060707,15933.267433172525,3,1.0,0.0,0.393237173696702
4231,Cheerper,Search Engine,34,45,39,6,87148.3241043014,17187.013474733314,3,0.546218855557783,0.3656082958026066,0.0882262762447461
4232,Cheerper,Support,60,49,48,1,90451.22151394974,9000.0,5,0.3869004616910382,0.5644445405631908,0.049108797270654925
4233,Glasses,Search Engine,14,38,35,3,90450.87049420027,16550.816023681182,4,0.7093718549128891,0.07787043725241927,0.2126269969368716
4234,Cheerper,Support,80,40,35,5,40000.0,18286.03515105488,3,0.0,1.0,0.0
4235,Pear,Sales,28,49,47,3,136236.13229302483,23889.062705833843,1,0.9694471396444422,0.0,0.07266955522979957
4236,Glasses,AI,34,49,45,4,104535.35959610615,19130.73770204554,1,0.539921409220484,0.32481982466301895,0.13562933238447694
4237,Pear,Design,35,49,48,1,101081.51574588529,17963.987704779167,2,0.2799120645088927,0.09691991891541665,0.6230367474077902
4238,Pear,AI,33,49,48,1,60532.27518981573,24792.91,1,0.0,0.058324980528277504,1.0
4239,Cheerper,Support,49,34,29,5,40000.0,16380.553558888801,3,0.0,1.0,0.2604662752959068
4240,Cheerper,Support,34,49,43,7,64345.69031991699,15272.86299803268,1,0.0,1.0,0.23166926137595045
4241,Glasses,AI,1,37,28,8,135912.41164014244,15170.729415863818,3,0.6513340054531558,0.0,0.40957531240587447
4242,Glasses,AI,21,38,30,8,98054.53161560559,24792.91,1,0.3726822377118536,0.44184834732413397,0.1854518666568055
4243,Glasses,Design,44,33,28,5,80904.83059442123,18457.781003494616,2,0.43812758215930653,0.6843046967928044,0.0
4244,Pear,Sales,23,30,22,7,124740.6811312882,16845.526952521694,4,1.0,0.0,0.0
4245,Cheerper,Support,51,49,44,6,57755.295712254345,13730.408388951631,3,0.0,1.0,0.0
4246,Glasses,BigData,14,33,28,5,59910.86434259343,20998.84228221289,3,0.0,0.4385514679419892,0.8264450172063449
4247,Glasses,BigData,62,40,36,4,42416.20664500438,16957.693362608177,3,0.0,0.6445909752231023,0.7767998938695528
4248,Glasses,AI,26,42,32,9,110986.71109674581,14827.321242807393,3,1.0,0.5742854291144632,0.0
4249,Pear,Design,76,47,48,1,60828.65360390466,19831.90075352983,3,0.08437972645500996,0.0,1.0
4250,Glasses,Search Engine,35,30,26,4,90845.18259039344,15149.815320498565,4,0.6490600472507575,0.4266944020909701,0.0
4251,Glasses,Search Engine,18,38,31,7,79223.30334309085,24792.91,1,0.08514625945851936,0.6085603501978213,0.30596923921160607
4252,Glasses,Search Engine,54,34,28,6,68146.38743340659,14122.059949512939,3,0.31357342607098715,0.8278663604383697,0.0
4253,Glasses,AI,1,30,22,6,107301.04070099758,17937.154523689376,3,0.8143772368386482,0.10130929041666234,0.08399526109367128
4254,Glasses,AI,8,37,32,4,103409.53173026966,24792.91,1,0.0,0.6407683044705215,0.4082972654846473
4255,Glasses,Search Engine,22,37,28,9,62584.449120137055,18702.975549030318,2,0.12969442012772534,0.4131838120812011,0.45687455592092396
4256,Pear,Design,26,30,22,4,87465.27903476403,24054.025135316322,2,0.6456612581703902,0.0,0.47890412535015164
4257,Glasses,Design,1,30,22,7,130219.4408078436,24792.91,2,0.7082543244243525,0.35109612409592145,0.0
4258,Cheerper,Support,27,45,40,5,78101.03130663122,19199.98275075811,3,0.0,0.8117186510135763,0.32952283744396144
4259,Pear,Design,9,34,30,4,118162.86417408343,21981.803027825157,2,0.6475983683060724,0.0,0.43641841593551506
4260,Cheerper,BigData,1,30,26,4,100746.11318724496,23695.07795317341,1,0.0,0.9550210183653918,0.12640651080084242
4261,Glasses,Design,13,40,32,8,121333.57442642856,14202.218738714455,3,1.0,0.12307866397257028,0.0
4262,Pear,Sales,5,36,30,6,132671.23007124706,16679.142044208493,3,1.0,0.0,0.0
4263,Cheerper,BigData,1,40,33,8,86638.40854148632,20140.7805160522,1,0.0,0.9308639274867359,0.23952471226729782
4264,Glasses,Search Engine,15,38,32,6,89854.13458526247,17077.320699217686,4,0.5934312932918037,0.21845851782848708,0.1882990261953291
4265,Cheerper,BigData,1,30,22,9,103472.36031910355,21613.26745441206,1,0.38371980194271504,0.7315321249241052,0.0
4266,Pear,AI,50,36,36,1,92663.34939494022,20113.225213163754,4,0.7614877958059053,0.0,0.2493312628362945
4267,Glasses,AI,5,36,26,9,113551.01564488173,13648.01186934299,5,1.0,0.0,0.0
4268,Glasses,AI,48,36,30,6,73250.94698762102,21012.12058567103,4,0.5885307054928559,0.14931059315315365,0.26233639611213216
4269,Glasses,Design,56,43,38,5,79525.21761035798,19462.955472210553,2,0.3591588253236156,1.9251778357765037e-05,0.6408450224221502
4270,Pear,Sales,21,40,33,7,114972.85723087547,19875.92504402276,1,0.8003241997552687,0.14282934941372935,0.056488798961873976
4271,Cheerper,Support,33,39,37,3,73526.08176594065,11231.059133674886,4,0.0,0.7596949935611241,0.3639902342210517
4272,Glasses,Search Engine,68,40,37,3,50425.53274294151,13812.975127436648,4,0.23464658471530192,0.1063934287628786,0.6585737856569827
4273,Pear,AI,68,48,46,2,42990.022309722786,16063.318594992772,3,0.0,0.03604458701131413,1.0
4274,Glasses,BigData,12,33,30,3,68630.630052956,18726.781631370875,3,0.0,0.5890044049147224,0.7462147826861918
4275,Cheerper,Support,26,45,41,4,78465.54151961103,11909.71778425816,4,0.0,0.96859607705967,0.034103791556802265
4276,Pear,Sales,8,30,22,7,128679.97473595667,13213.702859449813,4,1.0,0.0,0.0
4277,Cheerper,Support,45,38,32,6,45528.53575714657,12842.08886442606,3,0.0,0.9312281133338745,0.2133312841785714
4278,Glasses,AI,23,38,34,4,81898.30007171644,20389.980417273884,2,0.08736697109304897,0.30388291219620317,0.609068972002792
4279,Cheerper,Support,1,31,23,7,111359.80823500501,24792.91,3,0.253705095987015,0.7288765927469957,0.01772182853280929
4280,Cheerper,Support,37,49,45,8,105414.38107073185,13868.0747147082,2,0.3853113062849183,1.0,0.0
4281,Pear,Sales,29,34,31,3,121689.59178975571,24792.91,1,0.9135075849668775,0.0,0.21428371174276423
4282,Glasses,Design,18,32,24,8,83486.12268290552,20705.71002203543,1,0.3096627814676318,0.17933157060845492,0.5108647569049969
4283,Pear,Sales,10,37,30,7,108510.24764313901,24435.986242365412,1,0.5933088251519462,0.0,0.5560850707535727
4284,Pear,Sales,9,36,26,9,84565.12697937778,18396.955965181565,1,0.38939259770659007,0.31357791892717274,0.2971506670423518
4285,Cheerper,Support,15,40,29,9,62073.77828544538,24792.91,1,0.0,1.0,0.0
4286,Cheerper,BigData,1,34,29,5,102425.96444514541,17821.945244425082,3,0.1824616004013753,0.4360785079760616,0.3814533201105731
4287,Cheerper,Support,31,33,30,3,62705.70213602646,17730.01740028319,4,0.0,0.4640817487254202,0.6340031468580913
4288,Glasses,Search Engine,44,44,46,1,87054.47589567228,14926.450558802648,4,0.30559061660257164,0.0,0.8833727821857718
4289,Pear,Design,6,33,27,6,108717.41502919243,13723.741342765934,4,0.9253845437669168,0.0,0.38671111912296907
4290,Pear,Sales,1,39,32,7,119333.70059471484,18833.746607646233,1,0.8350389637741558,0.0,0.7804373606439008
4291,Pear,Sales,12,38,34,4,146049.19869571633,18009.806980444977,2,1.0,0.0,0.059351571665479885
4292,Glasses,BigData,25,33,31,2,61532.810987044635,21019.658446967638,4,0.0,0.4487456509333321,0.7373607826547008
4293,Cheerper,BigData,40,36,34,2,74359.61980701794,22119.197494155855,3,0.0,0.7614208414286378,0.4259356014094039
4294,Glasses,Search Engine,1,31,24,7,90163.61505572771,24792.91,1,0.11216821833675297,0.5885931460720998,0.2992595052173285
4295,Glasses,Design,16,40,31,9,90197.24386378597,21031.011556255795,1,0.3694703869218212,0.19929162102646789,0.43131115616597304
4296,Cheerper,Support,18,35,27,8,50899.42688442795,15820.108886641756,3,0.0,0.6494646053757009,0.5314604015608351
4297,Cheerper,Search Engine,55,41,32,9,107613.24527307131,10484.265768466184,4,1.0,0.935093232962289,0.0
4298,Pear,Sales,16,41,38,3,97533.97893708221,9690.851348885026,3,0.49646396601022813,0.0,1.0
4299,Glasses,AI,58,46,47,1,89192.4318153754,16287.84154376226,2,0.1623705647490565,0.18463882417888947,0.6529200931197003
4300,Pear,Sales,10,42,39,4,121814.5451924036,20999.59545804773,1,0.644029637590383,0.0,0.5745762097867856
4301,Glasses,AI,23,49,48,2,111040.10987420607,16390.066676524868,2,0.47902956203640645,0.0,0.5596839296622185
4302,Cheerper,BigData,20,34,26,8,65292.696641723065,17481.945330905888,3,0.0019404663466480176,1.0,0.0
4303,Cheerper,BigData,12,37,27,9,75033.93517904566,24792.91,1,0.006675248841501724,0.875718148715966,0.11793605045001188
4304,Glasses,Search Engine,49,40,39,1,63761.37530570739,21363.244394395027,3,0.04071675254271717,0.0392910883827175,0.9206237835021878
4305,Pear,AI,1,30,22,7,113378.49740374224,24112.05624011407,1,0.4788077198109695,0.1509079354593662,0.36980042701682303
4306,Glasses,AI,1,47,41,5,128351.60210567818,18219.503154107944,1,0.42672545590251787,0.3740000707252423,0.1993556204922634
4307,Cheerper,BigData,1,40,32,8,96732.04044113943,15309.160455273604,3,0.5378667121866016,0.565583353326031,0.0
4308,Glasses,Design,30,43,40,3,100665.78827958285,9086.288015016386,3,0.30034573389381136,0.0,0.8312131008302324
4309,Pear,Design,27,42,40,2,82592.6788264221,24792.91,1,0.0,0.0,1.0
4310,Pear,Sales,41,38,36,2,109087.36387326618,11062.764795417987,5,1.0,0.0,0.5143214399913455
4311,Glasses,Design,1,30,22,7,111636.20117707265,20317.929448123155,4,1.0,0.0,0.0
4312,Glasses,Search Engine,50,33,28,5,58497.117150891994,20870.163669829933,3,0.0991449318938521,0.327792173227651,0.5730368731785727
4313,Cheerper,Support,19,48,44,4,107799.91688430378,14373.454342277964,3,0.2736716789528071,1.0,0.0
4314,Cheerper,Search Engine,46,36,32,4,77294.63860584165,16192.756755725022,3,0.33492527226773045,0.6904745841112685,0.0
4315,Pear,Sales,73,49,47,2,100206.24777688172,17537.642664877425,2,0.8539911888674407,0.0,0.5580875380965317
4316,Cheerper,Support,18,46,42,4,90227.69852279291,21852.864224955785,1,0.0,0.8659696075741785,0.4580733459345691
4317,Cheerper,Search Engine,34,39,31,8,62672.61393042066,13692.795332004436,2,0.04950966208398705,0.5679977592343262,0.38208212654301354
4318,Pear,Sales,23,38,40,1,113597.89929537683,18414.20419239892,3,0.6667326450103037,0.0,1.0
4319,Glasses,AI,1,30,22,9,95658.57542684827,22190.858092240378,1,0.5982497688688614,0.7706483101753687,0.0
4320,Pear,Design,16,40,36,3,104692.39322329384,18639.4904065144,3,0.5134113361433622,0.0,0.8094990152974638
4321,Glasses,AI,33,45,42,3,87901.28207017959,21893.612605689712,1,0.03469900456334474,0.19701657569629888,0.7681103110507708
4322,Pear,Sales,80,49,48,1,80828.1754614519,16131.66507973634,1,0.4503452821339827,0.0,0.7442824067225815
4323,Cheerper,Support,27,48,47,1,60230.15766453455,21191.188167546607,1,0.0,1.0,0.7970997948425164
4324,Cheerper,BigData,58,30,23,6,72020.75077225521,19679.29895588213,4,0.6734597978957237,0.6609736244515019,0.0
4325,Glasses,Design,34,47,42,5,99307.4783554465,19599.424442203413,1,0.4692693605051049,0.46443095669310563,0.06626539369714823
4326,Cheerper,BigData,24,35,27,8,74365.07125787232,23114.613939676376,2,0.1546215742780932,1.0,0.0
4327,Cheerper,Support,38,37,29,8,66712.60956475462,12724.470372916792,5,0.35976443615576353,0.6982009724731155,0.0
4328,Glasses,Design,49,43,34,9,53393.33328857272,21280.53741649304,1,0.19740281112046298,0.0,0.8870394080696569
4329,Pear,AI,30,30,22,4,53386.35756967115,15776.756158572427,4,0.2267618758900452,0.0,1.0
4330,Cheerper,Support,59,30,22,9,40000.0,24792.91,2,0.0,1.0,0.0
4331,Pear,Design,24,45,41,4,114194.0193659017,17038.85719199873,1,0.3847031206977834,0.21643975075609115,0.39875043028253604
4332,Pear,Design,45,36,31,5,60389.89582145546,24430.721001036123,1,0.250018626118699,0.27938452783879625,0.4710963180809087
4333,Cheerper,BigData,29,35,37,1,98423.56462897477,16917.552590503496,4,0.12733972781542013,0.35991268283939115,0.5123768986692024
4334,Pear,Design,42,35,34,1,94971.12405713832,18286.487982498402,4,0.6386021308632781,0.0,0.4569071601135841
4335,Glasses,AI,30,38,35,3,94128.04906799272,24792.91,1,0.0004106127431161566,0.5302846149781967,0.46937970973244214
4336,Cheerper,Support,80,42,39,3,40000.0,16114.488533309763,3,0.0,1.0,0.03407130701115074
4337,Glasses,Search Engine,38,49,47,3,85917.30381934613,24792.91,1,0.0,0.8697821808394051,0.5431002987202502
4338,Cheerper,Search Engine,45,30,22,7,58585.96586522259,17693.761024480973,2,0.16184521134421728,0.8585543735260535,0.0
4339,Cheerper,BigData,1,30,22,8,86938.85126516009,22119.846039067535,2,0.4057479915825576,0.5391620962803945,0.05525459162622859
4340,Pear,Design,56,45,39,6,52678.313896668355,20508.190304053467,1,0.0,0.433413705799385,0.7336740117433591
4341,Pear,Sales,37,31,30,1,75776.75971930346,21148.911624104745,1,0.0,0.0,1.0
4342,Cheerper,Support,54,43,44,1,61382.569959097185,19881.47865206313,3,0.0,0.3786295256158864,1.0
4343,Pear,AI,47,37,37,1,67015.4202208728,22528.398149040095,2,0.0,0.05804139071420972,1.0
4344,Cheerper,BigData,60,47,44,2,96254.50659608266,17512.033336224682,5,0.5437496539566162,0.7517652446512268,0.0
4345,Cheerper,Support,61,34,27,7,44486.89640424767,21277.149755572274,3,0.10101336594504459,1.0,0.0
4346,Pear,Design,1,30,22,9,122160.8082409331,22844.815683731533,2,0.8606377283695179,0.0,0.24191142410511596
4347,Pear,Design,16,32,29,3,78892.68858512021,21162.811169490546,2,0.3088434689124121,0.0,1.0
4348,Pear,Sales,21,49,48,3,115504.66129039277,23437.63624651182,1,0.3742047614943029,0.0,0.9439611799864851
4349,Glasses,Search Engine,28,33,30,4,81635.9311307858,22069.02685549717,3,0.2262996787298998,0.3790804667152645,0.39420528088211
4350,Cheerper,Support,77,49,48,1,46886.72535121253,11206.668843770876,4,0.0,1.0,0.21204480337503595
4351,Glasses,Search Engine,66,49,48,1,64171.80185415855,23465.408415540634,1,0.0,0.6734670794893474,0.9384915382928813
4352,Pear,Sales,4,33,30,3,109736.23423146729,20194.987759800642,2,0.7352052195158801,0.0,1.0
4353,Cheerper,Support,80,46,46,1,52115.02260643398,17796.57312510949,3,0.0,0.8722807008852025,0.3688466602590639
4354,Cheerper,Support,1,31,25,6,85022.99723477192,24792.91,2,0.0,1.0,0.0
4355,Glasses,AI,35,30,22,8,66816.3568829106,10947.786606171838,4,0.724626100483984,0.17108218457557808,0.10423479974897759
4356,Glasses,Search Engine,30,38,34,4,82854.68591541577,21601.254715296745,1,0.01766048497604017,0.6566550505361662,0.3256586120122352
4357,Pear,Sales,27,49,48,1,107453.98233523096,15772.16153415333,3,0.6344888200863972,0.0,1.0
4358,Pear,Sales,45,41,35,6,99388.67257654126,24792.91,1,0.7231748088250757,0.40564634295842134,0.0
4359,Cheerper,Search Engine,37,49,48,2,99553.58984112408,11817.352791600382,3,0.10639951144934523,0.32310426912087914,0.5705516220479089
4360,Glasses,Search Engine,1,38,28,9,94178.49949487657,20174.98485116758,1,0.3168493128436448,0.3298493108093087,0.3533699787542779
4361,Glasses,Search Engine,42,45,42,3,78119.81731808349,15861.62227444867,3,0.07656243683152436,0.4846954733852466,0.4392030424429026
4362,Cheerper,BigData,39,42,41,1,80567.53731319598,15403.099218922242,4,0.0,0.5295867005369335,0.5003080642629851
4363,Cheerper,Support,36,41,38,4,53256.263208692886,17971.066757306573,3,0.0,0.9030696240836265,0.40496214355939314
4364,Pear,Design,65,46,47,1,102204.14999961139,14954.610018181165,4,0.6704046708581216,0.0520827281766989,0.2773881810357283
4365,Glasses,Search Engine,1,35,27,8,102842.63029543718,24792.91,1,0.17490740043417188,0.5594782935365032,0.26482770823136154
4366,Glasses,AI,1,32,28,4,94759.01088724482,22195.952479657226,3,0.39572524631804534,0.1358636090436366,0.4682959570914732
4367,Cheerper,Support,18,40,32,8,72714.29695600059,17288.349493187212,2,0.0,1.0,0.0
4368,Pear,Design,58,49,48,2,62260.464926086504,14642.271749950578,2,0.0,0.0,1.0
4369,Glasses,Search Engine,15,41,38,4,98126.94834712741,20671.622401699697,2,0.11919519503697645,0.482932330714391,0.3974734862475524
4370,Pear,Design,12,39,36,3,115934.47578230266,24792.91,1,0.4619785441954123,0.0,0.6314045355883817
4371,Glasses,AI,51,47,43,4,64751.758407867004,14634.106180660028,3,0.0481922552385281,0.0,1.0
4372,Glasses,AI,80,40,35,5,40705.93798414809,18931.098682066422,1,0.0,0.6845633253003853,0.37609196405331513
4373,Glasses,Search Engine,24,39,31,7,112388.2079935924,9000.0,5,1.0,0.5070463096185142,0.0
4374,Glasses,BigData,36,34,29,5,63209.669141204446,15727.930770061514,3,0.059329295652206404,0.5479822170446172,0.39302671697827685
4375,Cheerper,Support,11,32,22,9,76629.45876671144,19433.650502155426,2,0.2598419025967229,1.0,0.0
4376,Glasses,Search Engine,31,40,38,3,72534.9554600676,24647.520866570507,1,0.0,0.07297090486693525,1.0
4377,Glasses,AI,62,37,33,4,57534.395847907945,10465.44376291392,4,0.687440224547452,0.012839111693930871,0.29914074154560977
4378,Cheerper,Search Engine,1,30,22,9,139472.9454378869,22519.24257987435,3,1.0,0.7292404428826547,0.0
4379,Pear,Sales,36,34,34,1,112372.11389897855,22018.497884103956,3,0.9596368848740009,0.0,0.5007373796400129
4380,Pear,Design,13,38,35,3,90525.11732898554,22764.204858732683,1,0.15858917761281813,0.06559032438389284,0.7756216382039236
4381,Glasses,Search Engine,75,49,48,3,78829.61761174233,13787.71498801354,3,0.12166542188085985,0.5545200420385594,0.32387189553442225
4382,Cheerper,BigData,39,30,22,9,64956.22133993756,22274.175305043562,3,0.2416573350533075,0.9915396282578335,0.0
4383,Glasses,Design,37,40,36,3,97314.15535440505,17422.385384435165,2,0.4928520212233077,0.1437530139972631,0.36357138491875474
4384,Glasses,AI,46,43,43,1,100368.48494930912,16538.629944414646,3,0.5945082886017143,0.0,0.5629958046677064
4385,Glasses,AI,1,45,44,2,148919.19345275903,19654.473285036245,2,0.36270736351908184,0.27940619357722535,0.35797950738529216
4386,Pear,Sales,43,48,48,1,133755.45772917394,19583.325848850734,2,0.6164795028550472,0.0,0.6897300674857452
4387,Glasses,AI,10,45,41,4,120592.50729685565,12950.376826382686,2,0.594377122607745,0.07527799601064517,0.33049013288292967
4388,Cheerper,BigData,18,49,43,6,103139.76514102626,12403.355791402839,3,0.23250037730770362,0.8584641648512257,0.0
4389,Cheerper,Support,34,32,27,4,63815.397982577866,18966.68940982528,4,0.1362289580149001,0.6456947108869384,0.21845775211962365
4390,Glasses,BigData,9,31,26,5,73051.48459300236,24792.91,1,0.0,0.45013200502876993,0.5530815325317104
4391,Pear,Sales,18,30,26,4,106312.49014085783,18705.492188820037,3,0.9640020382964449,0.0,0.38016039804960494
4392,Glasses,AI,49,49,48,1,88923.93727033975,16515.319705575625,3,0.20097774439494376,0.0,0.9311352702084876
4393,Glasses,Search Engine,63,48,48,1,63850.01238166103,20872.83825110442,2,0.0,0.11646669087961573,1.0
4394,Cheerper,Search Engine,1,36,25,9,100030.98843718943,18373.795339650398,1,0.10465741161944744,0.6974382071652621,0.19796053206835776
4395,Cheerper,Search Engine,25,30,25,5,94827.28867386759,15929.01190750386,5,0.6515957339908967,0.28519204312272944,0.06356231732592266
4396,Pear,Sales,16,37,27,9,97115.33574236877,17541.13231878537,1,0.760404378662312,0.0,0.44177601753671886
4397,Pear,Sales,1,38,31,7,141550.74456507506,17038.55964942942,3,1.0,0.0,0.0
4398,Cheerper,Support,80,48,48,1,40000.0,15574.093923905388,4,0.0,0.7307764945623558,1.0
4399,Cheerper,BigData,42,38,35,3,67902.48798673735,18708.07160129097,2,0.0,0.6517669428972942,0.4086926999003333
4400,Cheerper,BigData,18,34,24,9,68947.52501549452,14331.217237725894,3,0.2519673357642311,0.6590220015568451,0.08922324863466957
4401,Cheerper,Search Engine,16,33,25,8,86921.56457617198,24685.019796128283,2,0.4728393869413803,0.737640403006474,0.0
4402,Cheerper,BigData,1,30,22,8,98790.86575528704,20642.539950568498,2,0.30726429378870107,0.8426014803937882,0.0
